code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
8718403887518,0.285714285714286,High,High Sugar,Yes
8715700422084,0.5,High,Low Sugar,No
3560071270315,1.0,Moderate,High Sugar,Yes
8410184040747,0.0881720430107527,High,Low Sugar,Yes
8002590043391,0.370967741935484,Low,Low Sugar,Yes
8715700218427,0.982758620689655,Moderate,High Sugar,Yes
3240931546353,0.0641509433962264,High,Low Sugar,No
5010338015886,0.990825688073395,Moderate,High Sugar,Yes
34361704642,1.0,Low,Low Sugar,No
9800895007,0.954545454545455,Moderate,High Sugar,Yes
3228857001811,0.113636363636364,High,Low Sugar,Yes
5010477323118,0.375324675324675,High,High Sugar,Yes
3073781154467,1.0,High,Moderate Sugar,Yes
5016786001792,0.238095238095238,High,Moderate Sugar,No
4088600268958,0.889830508474576,High,High Sugar,No
3341502000110,1.0,High,Low Sugar,Yes
5051898719357,0.457746478873239,High,Moderate Sugar,No
5011766010139,0.0398179749715586,High,Low Sugar,No
4061462842764,1.0,Low,Low Sugar,Yes
5000328020822,0.0376068376068376,High,Low Sugar,No
5010029226263,0.316666341666829,High,High Sugar,Yes
5449000083142,1.0,Low,Moderate Sugar,Yes
87172652,0.271523178807947,Low,Low Sugar,Yes
8402001010194,0.0596774193548387,High,Low Sugar,Yes
5019503000993,0.0434782608695652,Low,Low Sugar,Yes
5057008763104,0.853479853479853,Moderate,High Sugar,Yes
8723300710746,-1.0,Low,Low Sugar,Yes
5038695000062,-1.0,High,Low Sugar,No
5057967395651,0.857142857142857,Low,Moderate Sugar,Yes
5000328013305,0.00769230769230769,Moderate,Low Sugar,No
6111179003854,0.833333333333333,Low,Moderate Sugar,Yes
5050974504115,0.0683333333333333,High,Low Sugar,No
4088600251615,0.0657894736842105,Low,Low Sugar,Yes
1835588,0.298662704309064,High,High Sugar,No
5000111046763,0.761904761904762,Low,High Sugar,Yes
358767,1.0,High,Low Sugar,No
6111245340289,0.271523178807947,High,Low Sugar,Yes
1893946,0.698630136986301,Low,High Sugar,Yes
7622201811150,0.92156862745098,High,High Sugar,Yes
4056489596240,0.0800757079420543,Moderate,Low Sugar,Yes
4056489233718,0.3328,High,High Sugar,Yes
5057172737147,0.0282608695652174,High,Low Sugar,No
6111035001628,-1.0,Low,Low Sugar,Yes
5060482840513,0.523960396039604,Moderate,Moderate Sugar,No
6111126001568,0.785714310042724,Low,Low Sugar,No
6111184001272,0.227272727272727,High,Low Sugar,Yes
5054269960853,0.0618729096989967,High,Low Sugar,No
6111243860390,1.0,Low,Moderate Sugar,Yes
6111245461083,0.0862068965517241,High,Low Sugar,Yes
6111242105294,0.664285714285714,Low,Moderate Sugar,Yes
6111128001078,0.271523178807947,High,Low Sugar,No
6111243040020,0.271523178807947,High,Low Sugar,No
8480000053985,0.00980392156862745,High,Low Sugar,No
5400141096781,0.0,High,Low Sugar,No
392211,0.807339449541284,High,High Sugar,Yes
6111252420202,1.0,Low,Moderate Sugar,Yes
8410261782034,1.0,Low,Low Sugar,Yes
6111242109414,0.606060606060606,Low,Moderate Sugar,Yes
5057967621057,-1.0,Moderate,Low Sugar,No
6111099000186,-1.0,High,Low Sugar,No
163514,0.461538461538462,Low,Low Sugar,Yes
8052575090278,0.944444444444444,High,High Sugar,Yes
4088600569598,0.289473684210526,Moderate,Low Sugar,Yes
8424465915228,0.0236842105263158,High,Low Sugar,Yes
5449000126658,-1.0,Low,Low Sugar,Yes
5410081201039,0.946428571428571,High,High Sugar,Yes
11239303,1.0,High,Low Sugar,No
3760020508425,-1.0,High,Low Sugar,Yes
3223920620128,0.0410958904109589,High,Low Sugar,No
3428274960078,1.0,Low,Low Sugar,No
20033347,-1.0,Moderate,Low Sugar,No
3228023910077,0.5,High,Low Sugar,No
3760122966000,0.96551724137931,High,High Sugar,Yes
3250390007425,0.846153846153846,Low,Low Sugar,No
7622210396334,0.689655172413793,High,High Sugar,Yes
3095756196012,1.0,Moderate,Low Sugar,Yes
3292070006571,0.4,High,Low Sugar,Yes
3124480183347,0.974789915966387,Low,Moderate Sugar,Yes
3760049798616,0.224489795918367,High,Moderate Sugar,Yes
3176575414003,1.0,Low,Low Sugar,No
3033491451713,1.0,Low,Low Sugar,No
20089986,0.3,Low,Low Sugar,Yes
8410100020549,1.0,Low,Low Sugar,No
8480000198174,0.0,Low,Low Sugar,Yes
3166352967907,0.152941176470588,Moderate,Low Sugar,No
3033710019526,0.806138933764136,High,High Sugar,Yes
3380380068539,0.0133333333333333,High,Low Sugar,No
3036811365585,0.604166666666667,Low,Low Sugar,Yes
3023290014080,0.966887417218543,Moderate,Moderate Sugar,Yes
5000112548068,1.0,Low,Moderate Sugar,Yes
4006040000563,0.536363636363636,High,Moderate Sugar,No
40876191,0.74468085106383,High,High Sugar,Yes
7613036451253,0.271523178807947,High,Low Sugar,No
4000405005002,0.0923076923076923,High,Low Sugar,Yes
3760020502324,0.846153846153846,Low,Moderate Sugar,No
3760121213099,0.587301587301587,High,High Sugar,No
7622300281182,0.671641791044776,High,High Sugar,Yes
3564700005576,1.0,Low,Low Sugar,No
3175681248557,0.153846153846154,Low,Low Sugar,No
3021760403921,0.857142857142857,Low,Moderate Sugar,No
7614500010310,1.0,High,High Sugar,Yes
8410014477743,0.96551724137931,High,High Sugar,Yes
8480000174413,0.4375,High,Low Sugar,No
5410126116236,0.524793388429752,High,High Sugar,No
20443382,-1.0,Moderate,Low Sugar,No
8480000142351,0.29810298102981,High,High Sugar,Yes
11555797,-1.0,High,Low Sugar,Yes
5010029000092,0.063768115942029,High,Low Sugar,No
4056489369363,1.0,Low,Low Sugar,No
3154230809838,0.0,Moderate,Low Sugar,Yes
8076809579346,0.561224489795918,High,Moderate Sugar,Yes
5010477361172,0.356792144026187,High,High Sugar,Yes
3168930168041,0.00925925925925926,High,Low Sugar,No
8001100070551,0.343283582089552,High,High Sugar,Yes
5018374888303,1.0,Moderate,Low Sugar,No
8001585008148,0.567164179104478,High,High Sugar,Yes
5014008002497,0.113207547169811,High,Low Sugar,Yes
8410199271396,0.0592592592592593,High,Low Sugar,Yes
6111242801462,0.0,Low,Low Sugar,Yes
3175681281936,0.185185185185185,Moderate,Low Sugar,No
5057967396795,0.89568345323741,High,High Sugar,Yes
253352,0.271157167530225,High,High Sugar,No
8480000805041,0.714285714285714,Low,Low Sugar,Yes
6111242106024,0.271523178807947,High,Low Sugar,Yes
20472313,0.0294117647058824,Low,Low Sugar,Yes
8718836396670,0.0869565217391304,High,Low Sugar,Yes
8720608025657,-1.0,Low,Low Sugar,Yes
7610900037346,0.961038961038961,Moderate,Moderate Sugar,Yes
5018735224955,0.310344827586207,High,High Sugar,Yes
5051898384029,0.925795053003533,High,High Sugar,No
5015168000019,0.0240384615384615,High,Low Sugar,Yes
3609200011204,0.0628571428571429,High,Low Sugar,Yes
5057753902384,1.0,High,Low Sugar,No
5024121804120,0.088135593220339,High,Moderate Sugar,No
5000436288282,0.930675909878683,High,High Sugar,Yes
6111242106260,1.0,Low,Moderate Sugar,Yes
9350271000225,0.0,Low,Low Sugar,Yes
4088600284910,0.837209302325581,Low,Moderate Sugar,Yes
358477,0.330769230769231,Low,Low Sugar,Yes
5000169618806,0.0558035714285714,High,Low Sugar,No
5060560280842,0.977777777777778,High,Moderate Sugar,Yes
5000159535182,0.736842105263158,Moderate,Low Sugar,Yes
8480000133724,0.05,High,Low Sugar,No
5033665209773,0.133603238866397,High,Moderate Sugar,No
3073781141429,-1.0,Low,Low Sugar,Yes
5057753927844,0.1,High,Low Sugar,No
1594577,0.25,High,Low Sugar,No
5060853640391,0.168695652173913,High,Moderate Sugar,Yes
5060360507309,0.819672131147541,Moderate,Moderate Sugar,Yes
819268,0.991411042944785,High,High Sugar,No
6111069004657,0.271523178807947,High,Low Sugar,Yes
5000159537834,0.553846153846154,High,Moderate Sugar,Yes
5201054057339,0.893203883495145,Moderate,Moderate Sugar,Yes
3770012239237,-1.0,High,Low Sugar,No
5060362071525,0.566037735849057,Low,Low Sugar,No
4056489574392,0.447761194029851,High,High Sugar,Yes
112121111111,0.527472526320886,Low,Low Sugar,Yes
6111246951880,0.666666666666667,Low,Low Sugar,Yes
8402001013218,0.944444444444444,Moderate,High Sugar,Yes
6111214004754,0.334047109207709,High,High Sugar,No
8402001011771,0.51,Low,Moderate Sugar,Yes
5059697759765,0.352941176470588,Moderate,Low Sugar,Yes
4088600564869,0.0184873949579832,High,Low Sugar,No
3329770087767,1.0,Low,Low Sugar,No
6111259346116,0.602150515030265,High,Moderate Sugar,Yes
612322001698,0.0160320641282565,High,Low Sugar,Yes
4056489787136,0.942528735632184,High,High Sugar,Yes
3502110004239,1.0,Low,Moderate Sugar,No
3017760595193,0.433333333333333,High,High Sugar,Yes
3329770047891,1.0,Low,Moderate Sugar,Yes
3329778164026,0.981308411214953,Low,Moderate Sugar,Yes
8715700423869,0.916666666666667,Low,Moderate Sugar,Yes
3245414620131,0.916666666666667,Low,Moderate Sugar,No
3284230004015,0.333333333333333,High,Moderate Sugar,Yes
7613034541239,1.0,Moderate,Moderate Sugar,Yes
3661344961326,1.0,Low,Moderate Sugar,No
3036811460266,0.461538461538462,Low,Low Sugar,No
3123937110004,1.0,High,Low Sugar,No
3017800078860,0.0470588235294118,Moderate,Low Sugar,No
3184670007808,0.941176470588235,High,High Sugar,Yes
8711200459995,0.440677966101695,High,Low Sugar,Yes
3560070778065,1.0,Low,Low Sugar,No
3760122961708,0.677966101694915,High,High Sugar,Yes
3608580765684,0.95,High,High Sugar,Yes
3175681104419,0.20625,High,Low Sugar,No
26003511,-1.0,Low,Low Sugar,No
3270190207924,0.230769230769231,High,Moderate Sugar,Yes
3218930156002,1.0,Low,Low Sugar,No
3760020508593,0.0705882352941176,Moderate,Low Sugar,No
3587221227609,0.41304347826087,High,High Sugar,Yes
20330675,1.0,Moderate,Low Sugar,Yes
3564707000895,1.0,High,Low Sugar,No
3045320009293,1.0,High,High Sugar,Yes
3045320001594,1.0,High,High Sugar,Yes
3250391318445,0.774193548387097,Moderate,Low Sugar,Yes
80050100,0.709375,High,High Sugar,Yes
3250390010098,1.0,Low,Low Sugar,No
3124480186904,-1.0,Low,Low Sugar,Yes
3270160871223,0.23,Moderate,Low Sugar,No
3259010108047,0.169014084507042,Moderate,Low Sugar,Yes
3245361001120,0.0746268656716418,Moderate,Low Sugar,No
3564700005118,0.0384615384615385,Low,Low Sugar,Yes
3229820144160,0.253333333333333,High,Low Sugar,Yes
3229820789828,0.05,Moderate,Low Sugar,No
3179140163818,0.0,Low,Low Sugar,Yes
3245414638938,0.895833333333333,Low,Low Sugar,No
3259810012599,-1.0,High,Low Sugar,No
8002470023765,-1.0,High,Low Sugar,No
4056489105619,-1.0,Low,Low Sugar,No
3245361002240,0.0746268656716418,Moderate,Low Sugar,No
3760077537249,0.035,High,Low Sugar,No
8410175032904,0.943396226415094,High,High Sugar,Yes
3250390005179,0.0416666666666667,Low,Low Sugar,Yes
3387390320558,0.259123146357189,Low,Low Sugar,Yes
8480000503718,0.161616161616162,High,Low Sugar,Yes
8480000167149,0.505376344086022,Low,Low Sugar,No
8480000511911,0.685185185185185,Moderate,Low Sugar,No
8414100302643,0.923076923076923,Low,Low Sugar,Yes
8480000144232,0.361111111111111,High,High Sugar,Yes
7614500035788,0.983606557377049,High,High Sugar,Yes
8410261626802,1.0,Low,Moderate Sugar,Yes
3080216055428,0.0,Low,Low Sugar,Yes
3261342002108,0.271523178807947,High,Low Sugar,No
4002359013119,0.032258064516129,Moderate,Low Sugar,Yes
3027030012749,0.928571428571429,Low,Moderate Sugar,Yes
4056489189121,0.0526315789473684,Low,Low Sugar,No
8714535110081,0.0391752577319588,High,Low Sugar,Yes
3302740031038,0.11875,Moderate,Low Sugar,No
8480000821904,0.0943396226415094,High,Low Sugar,No
3800000600593,-1.0,Low,Low Sugar,No
20216702,0.259259259259259,High,Moderate Sugar,Yes
3800000600562,0.271523178807947,High,Low Sugar,Yes
3067140013113,0.44559585492228,High,High Sugar,No
4056489042396,0.375,Moderate,Moderate Sugar,Yes
3800116400001,0.0278145695364238,High,Low Sugar,Yes
5449000233295,-1.0,Low,Low Sugar,Yes
3302740046728,0.173469387755102,Moderate,Low Sugar,No
8410199150905,0.103174603174603,High,Moderate Sugar,Yes
8480000237736,0.84375,High,High Sugar,Yes
5010477361639,0.302066772655008,High,High Sugar,Yes
4056489532866,1.0,High,Low Sugar,Yes
8480000225115,0.825539568345324,High,High Sugar,Yes
5900617034786,0.607142857142857,High,High Sugar,Yes
40874319,0.0305676855895196,High,Low Sugar,No
4009900482776,0.0,Moderate,Low Sugar,Yes
8480000867506,0.0879765395894428,High,Low Sugar,Yes
5000137002965,0.286713286713287,Moderate,Low Sugar,Yes
5900617034809,0.709090909090909,High,High Sugar,Yes
12301218,4.17218543046358,High,High Sugar,Yes
5000116123919,0.714285714285714,High,High Sugar,Yes
5057545952931,1.0,High,High Sugar,No
5010061000098,1.0,Low,High Sugar,No
3599741006329,0.327586206896552,Low,Low Sugar,No
5060262485286,0.072093023255814,High,Low Sugar,Yes
5059319021218,0.285714285714286,High,High Sugar,Yes
5000328697796,0.712121212121212,Low,Low Sugar,Yes
5030343004330,0.431578947368421,High,Low Sugar,No
5000168002286,0.111111111111111,Low,Low Sugar,Yes
8719200070738,1.0,High,Low Sugar,No
515221,0.0,High,Low Sugar,Yes
5000436101925,0.0299625468164794,High,Low Sugar,No
5010228001845,0.0238095238095238,Moderate,Low Sugar,Yes
5054781498070,0.0694444444444444,High,Low Sugar,No
50457014,0.5,High,Low Sugar,No
5051140474263,0.3,Moderate,Low Sugar,No
5000197153959,0.751260504201681,High,High Sugar,No
5010112006161,0.0354430379746835,High,Low Sugar,No
5013665116257,0.508620689655172,High,Moderate Sugar,No
8851876201549,0.0,High,Low Sugar,No
4088600304663,0.772727272727273,Low,Moderate Sugar,Yes
5013683306715,0.180555555555556,High,Moderate Sugar,No
5011308325776,0.032258064516129,Low,Low Sugar,Yes
246231,0.0685224839400428,High,Low Sugar,Yes
5051898663902,5.125,Low,Low Sugar,Yes
4056489383529,0.923076923076923,Moderate,Low Sugar,No
8720182592132,0.377049180327869,High,Low Sugar,Yes
6111242680036,0.0012500000186265,High,Low Sugar,Yes
5000354923692,0.204013377926421,High,Moderate Sugar,Yes
850003560670,0.4,Low,Low Sugar,Yes
5000354922831,0.0308370044052863,High,Low Sugar,Yes
6111242040830,0.666666666666667,High,High Sugar,Yes
5920210008748,0.110887096774194,High,Low Sugar,Yes
5060043224585,0.0473372781065089,High,Low Sugar,Yes
5056053305864,0.1375,Moderate,Low Sugar,Yes
176422,0.251497005988024,Moderate,Low Sugar,No
3341430510026,1.0,High,Low Sugar,Yes
6111245340272,0.6,High,Low Sugar,Yes
5060853640063,0.159851301115242,High,Moderate Sugar,Yes
179768,0.789772727272727,High,Moderate Sugar,Yes
6111250472432,-1.0,High,Low Sugar,Yes
6111259340473,0.385714285714286,High,High Sugar,Yes
6111252420530,1.0,Low,Moderate Sugar,Yes
6111195021030,0.271523178807947,High,Low Sugar,Yes
6111262584499,0.9872,High,High Sugar,Yes
1483246,1.0,High,Low Sugar,No
29310456,0.0996563573883161,High,Moderate Sugar,Yes
4100290068615,1.0,High,Low Sugar,No
8402001013829,0.447368421052632,High,High Sugar,Yes
6111266750937,0.385714285714286,High,High Sugar,Yes
3504182960345,0.995983935742972,Low,Low Sugar,No
3033491976544,0.894736842105263,Low,Low Sugar,Yes
4067796002003,0.866666666666667,Low,Moderate Sugar,No
8402001021541,0.0514285714285714,Moderate,Low Sugar,Yes
4337256690508,0.74,High,Low Sugar,No
6111126005757,0.890909090909091,Low,Low Sugar,Yes
3178530411492,0.509803921568627,High,High Sugar,Yes
3017620420078,0.979130434782609,High,High Sugar,Yes
3428272110017,1.0,Moderate,Moderate Sugar,No
3273220085349,0.806060606060606,Moderate,Moderate Sugar,Yes
3564707082549,0.566666666666667,Moderate,Low Sugar,No
3033491213205,1.0,Low,Moderate Sugar,Yes
3033491325250,0.966101694915254,Low,Moderate Sugar,Yes
5010029220629,0.0186440682007102,High,Low Sugar,No
3329757002790,1.0,High,High Sugar,Yes
8714100769966,0.238095238095238,Low,Low Sugar,Yes
10023594,0.0943396226415094,Low,Low Sugar,Yes
8719200012837,-1.0,High,Low Sugar,Yes
3564700070307,1.0,High,Low Sugar,No
3017760589895,0.5625,High,High Sugar,Yes
7622210708885,0.356164383561644,High,High Sugar,Yes
3017239003723,0.714285714285714,Moderate,Low Sugar,No
3038350023001,0.0513888888888889,High,Low Sugar,No
3273220085196,0.760869565217391,Low,Moderate Sugar,Yes
3245414649309,0.0106382978723404,High,Low Sugar,No
3123930612505,1.0,High,Low Sugar,No
3281780890006,0.107142857142857,Moderate,Low Sugar,Yes
5000112545326,1.0,Low,Moderate Sugar,Yes
3019081239862,-1.0,Moderate,Low Sugar,No
3245550078964,0.0652920962199313,High,Low Sugar,Yes
3011360023995,0.44,High,High Sugar,Yes
5055953902463,0.0,Low,Low Sugar,No
8480000047403,-1.0,High,Low Sugar,No
8410297111150,1.0,Low,Low Sugar,No
3240931531090,0.0441176470588235,Moderate,Low Sugar,Yes
8480000205841,1.0,Low,Moderate Sugar,Yes
8076802085837,0.0492957746478873,High,Low Sugar,No
3502490215621,0.310344827586207,High,Low Sugar,No
3560070254699,0.0693548387096774,High,Low Sugar,Yes
3250392422226,-1.0,Moderate,Low Sugar,No
5902884465959,0.154907975460123,High,Moderate Sugar,Yes
8480000198594,1.0,High,High Sugar,No
3366321052393,-1.0,High,Low Sugar,Yes
5013803666002,0.761904761904762,Moderate,High Sugar,Yes
7300400129206,0.191176470588235,High,Moderate Sugar,Yes
8002590043315,0.338983050847458,High,High Sugar,Yes
5055953903033,-1.0,Low,Low Sugar,Yes
3564707166980,0.0416666666666667,High,Low Sugar,Yes
8001010076568,0.925925925925926,Low,High Sugar,Yes
8711327501119,1.0,Low,Low Sugar,Yes
3302740047336,1.0,Moderate,Low Sugar,Yes
8480000134516,0.476923076923077,High,Moderate Sugar,No
3242272270256,0.111764705882353,Moderate,Low Sugar,Yes
8410076601735,0.416796267496112,High,High Sugar,Yes
8410069014382,0.744444444444444,High,Moderate Sugar,Yes
8480000050632,0.00384615384615385,High,Low Sugar,No
20094508,1.0,High,Low Sugar,Yes
8001405000024,0.0661764705882353,High,Low Sugar,No
5411188115434,0.925925925925926,Low,Low Sugar,Yes
8410376039375,0.228571428571429,High,High Sugar,Yes
8076809580618,0.4,High,High Sugar,Yes
4019300170005,1.0,Low,Low Sugar,Yes
8480000707413,-1.0,Low,Low Sugar,Yes
4088600008103,0.3,High,Low Sugar,No
3038351165007,0.0513888888888889,High,Low Sugar,Yes
3154230810100,0.0,Moderate,Low Sugar,Yes
3760077538482,0.121951219512195,High,Low Sugar,No
5601363001168,0.0404217926186292,High,Low Sugar,Yes
20436568,0.98780487804878,High,High Sugar,No
5000108880646,0.32967032967033,Low,Low Sugar,Yes
3033490006396,0.927835051546392,Low,Moderate Sugar,Yes
4088600048437,1.0,High,Low Sugar,No
5900820001353,1.0,Low,Low Sugar,No
4088600201825,0.541666666666667,High,Moderate Sugar,No
5000237127346,0.681818181818182,Moderate,Low Sugar,Yes
5060088703168,0.888888888888889,Moderate,High Sugar,Yes
8720182462046,0.771929824561404,Moderate,Low Sugar,Yes
4088600268781,0.109375,High,Low Sugar,No
8410076611284,0.229651162790698,High,High Sugar,Yes
8719200234826,1.0,High,Low Sugar,Yes
3261055951441,0.05,Moderate,Low Sugar,Yes
5033060100149,0.0267379679144385,High,Low Sugar,Yes
5015821122393,0.271523178807947,High,Low Sugar,Yes
5010718215011,0.0765957446808511,High,Low Sugar,No
1217155,-1.0,Low,Low Sugar,Yes
3045320094091,1.0,High,High Sugar,Yes
8435185962379,0.857142857142857,Low,Low Sugar,Yes
5060375300124,0.472361809045226,High,Moderate Sugar,Yes
6111126004071,0.0,Low,Low Sugar,Yes
20035846,0.0185922974767596,High,Low Sugar,No
3760341070052,0.00506329113924051,High,Low Sugar,Yes
4056489238805,0.0723684210526316,High,Low Sugar,Yes
4088600284958,0.790697674418605,Moderate,Low Sugar,No
5010034013681,0.0161290322580645,Moderate,Low Sugar,No
6413300018035,0.9375,Low,Moderate Sugar,Yes
4088600243627,0.00025,Low,Low Sugar,Yes
1644432,1.0,High,Low Sugar,No
5391511420780,0.219178082191781,Low,Low Sugar,No
5000354910678,0.85,Low,Moderate Sugar,No
5000237138342,0.0178571428571429,High,Low Sugar,No
8410076611291,0.247005988023952,High,High Sugar,Yes
3284193,1.0,Low,Moderate Sugar,Yes
5057172110827,0.0722222222222222,Moderate,Low Sugar,No
29360642,0.0585480093676815,High,Low Sugar,No
8410376053128,0.00666666666666667,High,Low Sugar,Yes
6111243860161,1.0,Low,Moderate Sugar,Yes
74988,0.949096880131363,High,High Sugar,Yes
29296088,0.0527777777777778,High,Low Sugar,Yes
5449000318411,0.91304347826087,Low,Moderate Sugar,Yes
8720182609984,0.9375,High,Low Sugar,Yes
6111242102590,0.299270072992701,Low,Low Sugar,Yes
6111262385430,0.412698412698413,High,High Sugar,Yes
3228857001965,0.160416666666667,High,Moderate Sugar,Yes
474030,0.0602409638554217,Moderate,Low Sugar,Yes
5060362072133,0.764705882352941,Low,Low Sugar,Yes
5942326402272,-1.0,High,Low Sugar,No
5942321000046,1.0,Low,Moderate Sugar,Yes
4056489851370,0.0554414784394251,High,Low Sugar,No
3229820780979,0.875,Low,Low Sugar,Yes
3092718605971,0.980769230769231,Low,Moderate Sugar,Yes
3111902100020,0.305084745762712,High,High Sugar,No
3478822005249,0.954545454545455,Moderate,High Sugar,No
3033490613983,0.972375690607735,Moderate,High Sugar,Yes
3273220540015,1.0,Low,Low Sugar,No
3068110703232,0.00987306064880113,High,Low Sugar,No
3560071157722,0.191666666666667,Moderate,Low Sugar,Yes
3056440083599,0.106779661016949,High,Moderate Sugar,Yes
3033491273827,1.0,Low,Low Sugar,No
20884697,0.00582072176949942,Low,Low Sugar,No
3124480001429,-1.0,Low,Low Sugar,Yes
20024642,0.0,High,Low Sugar,No
3165440002919,0.0472222222222222,High,Low Sugar,No
3270190005100,0.963855421686747,High,High Sugar,Yes
3523230019934,1.0,High,Low Sugar,No
3250391774081,0.0846153846153846,High,Moderate Sugar,Yes
3124480235558,1.0,Low,Moderate Sugar,Yes
3175681225091,0.115,High,Low Sugar,Yes
5053827199469,0.376811594202899,High,High Sugar,Yes
3564700019276,0.270833333333333,High,Moderate Sugar,Yes
20620400,1.0,Low,Low Sugar,No
3017760628198,0.507462686567164,High,High Sugar,Yes
3038354534008,0.0012987012987013,High,Low Sugar,No
3175681137776,0.247368421052632,Moderate,Low Sugar,No
3168930000983,0.0847457627118644,High,Low Sugar,Yes
3564707108089,1.0,High,High Sugar,No
3103220045640,0.573333333333333,High,High Sugar,Yes
3068111752222,0.0526315789473684,High,Low Sugar,Yes
26083827,0.885714285714286,High,High Sugar,Yes
3036811460365,0.684210526315789,Low,Low Sugar,No
3560070483471,1.0,Low,Low Sugar,No
3564700444207,0.00666666666666667,High,Low Sugar,No
3564700621639,1.0,High,Low Sugar,No
5035139217604,1.0,Moderate,Low Sugar,Yes
5021991938818,-1.0,Low,Low Sugar,No
3250391320530,0.824817518248175,High,High Sugar,No
3336971209140,0.0269230769230769,High,Low Sugar,Yes
8715700112589,0.814814814814815,Low,Low Sugar,Yes
3456300012422,0.8,High,High Sugar,Yes
3421557910210,0.0166666666666667,High,Low Sugar,Yes
3272770004817,0.857142857142857,High,Low Sugar,Yes
5410081206201,0.981818181818182,High,High Sugar,Yes
4104420181144,0.490909090909091,High,Moderate Sugar,No
8480000047069,-1.0,High,Low Sugar,No
3036810207589,0.638297872340425,Moderate,Moderate Sugar,Yes
7300400481700,0.0258620689655172,High,Low Sugar,No
3252971341003,0.0277777777777778,High,Low Sugar,No
3036811366988,0.39622641509434,Low,Low Sugar,Yes
8480000205711,0.974025974025974,Moderate,Moderate Sugar,Yes
3103220022696,0.635294117647059,High,High Sugar,Yes
3412290071870,0.866666666666667,High,Moderate Sugar,Yes
3564700438244,0.225352112676056,High,High Sugar,Yes
20239220,0.884615384615384,High,Low Sugar,Yes
3608580017257,1.0,Moderate,High Sugar,Yes
8480000142030,0.347826086956522,High,High Sugar,Yes
3560071010577,0.175,Moderate,Low Sugar,Yes
8480000141972,0.28169014084507,High,High Sugar,Yes
3564706596788,1.0,High,Low Sugar,No
3329770071391,0.957983193277311,Low,Moderate Sugar,Yes
3564700668740,0.313432835820896,High,High Sugar,Yes
8480000049032,0.00140845070422535,Low,Low Sugar,No
3760091720603,0.761904761904762,High,High Sugar,Yes
3302740047374,1.0,Moderate,Low Sugar,Yes
3023290050255,0.953271028037383,Moderate,Moderate Sugar,Yes
3450970102124,1.0,Low,Low Sugar,No
3178530421064,0.553846153846154,High,High Sugar,Yes
20005672,0.10625,High,Low Sugar,Yes
5000111001007,0.816254416961131,Moderate,High Sugar,Yes
6130576000020,-1.0,Low,Low Sugar,No
8410376017342,0.296875,High,High Sugar,Yes
8076809578356,0.0546875,High,Low Sugar,No
3800233070033,0.0126582278481013,High,Low Sugar,No
20419813,0.173501577287066,High,Moderate Sugar,Yes
3272770015653,0.148648648648649,High,Low Sugar,Yes
6130234001161,-1.0,Low,Low Sugar,No
8480000213273,0.914728682170543,Low,Moderate Sugar,Yes
6130788000023,0.333333333333333,High,Low Sugar,Yes
20201845,0.695652173913044,Moderate,Low Sugar,Yes
7622300315283,0.558823529411765,High,High Sugar,Yes
3175681287211,0.213114754098361,High,Moderate Sugar,Yes
8423352106947,0.701492537313433,Low,Low Sugar,Yes
8002190006529,0.358361774744027,High,High Sugar,Yes
5998711723163,1.0,High,Low Sugar,No
8013355501506,0.05,High,Low Sugar,No
3073781154481,1.0,High,Moderate Sugar,Yes
4056489666028,0.0384615384615385,Low,Low Sugar,Yes
3036811470012,0.363636363636364,Low,Low Sugar,No
8076809580762,0.418367346938775,High,Low Sugar,Yes
8720182298553,0.542857142857143,Moderate,Low Sugar,No
5000328741314,0.0620689655172414,High,Low Sugar,Yes
4056489651086,1.0,Low,Moderate Sugar,Yes
3178530423839,0.517857142857143,High,High Sugar,Yes
3770024649062,0.978723404255319,High,High Sugar,Yes
3073781155594,0.0454545454545455,High,Low Sugar,Yes
58449770206,0.161290322580645,Moderate,Low Sugar,No
5010092093243,0.111688311688312,High,Low Sugar,Yes
5000232414700,1.0,High,Low Sugar,No
8720182382214,0.266666666666667,High,Low Sugar,Yes
5060283760003,0.0530973451327434,Low,Low Sugar,No
1137637,1.0,Low,Low Sugar,Yes
3608580968597,1.0,Moderate,High Sugar,Yes
5000171055026,-1.0,Moderate,Low Sugar,No
5740900402768,1.0,High,Low Sugar,No
8719200245853,1.0,High,Low Sugar,Yes
3088541012697,1.0,High,High Sugar,No
5038862104708,0.863636363636364,Low,Moderate Sugar,No
34361690334,0.916666677704563,High,Low Sugar,Yes
5070000126562,0.147286821705426,High,Moderate Sugar,Yes
12991240,0.0569444444444444,High,Low Sugar,Yes
20891299,0.04,High,Low Sugar,Yes
5057753916428,0.242612758654277,High,High Sugar,Yes
6191428900073,-1.0,Low,Low Sugar,No
4088600213019,0.739130434782609,Low,High Sugar,Yes
4016241050199,1.0,Low,Low Sugar,Yes
5054268267717,1.0,Low,Low Sugar,No
8480012012352,0.0612244897959184,High,Low Sugar,No
5063089112427,0.0717647058823529,High,Moderate Sugar,No
5000328435756,0.0666666666666667,Moderate,Low Sugar,Yes
850004207413,0.107142857142857,Moderate,Low Sugar,Yes
819589,0.986149584487535,Moderate,High Sugar,Yes
5052003594449,0.279475982532751,Moderate,Moderate Sugar,No
332071,0.233333333333333,Moderate,Low Sugar,Yes
