code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
4056489546092,0.0408163265306122,High,Low Sugar,No
6111094000013,0.0222222222222222,High,Low Sugar,Yes
5411188511137,-1.0,Low,Low Sugar,No
8410076801203,0.418518518518519,Moderate,Moderate Sugar,Yes
5060088705179,0.8,Moderate,Moderate Sugar,Yes
7613287171009,0.0109090909090909,High,Low Sugar,No
5060336505209,0.828571428571429,Moderate,High Sugar,Yes
5013635330010,0.590909090909091,Moderate,Low Sugar,Yes
4056489620860,0.479338842975207,High,Moderate Sugar,No
5060367181281,0.864406779661017,High,Moderate Sugar,No
5059697736582,1.0,Low,Moderate Sugar,No
8410261775098,1.0,Low,Moderate Sugar,Yes
1268423,1.0,Low,Low Sugar,No
6111248360109,0.271523178807947,High,Low Sugar,No
5391528180073,0.590909090909091,Moderate,Moderate Sugar,No
5010044003955,0.0649350649350649,High,Low Sugar,Yes
6111242109391,0.0,High,Low Sugar,No
6111265980250,0.998607242339833,High,High Sugar,Yes
7613035239562,0.969387755102041,Low,Moderate Sugar,Yes
7613034916891,0.951837769328263,High,High Sugar,Yes
3045320517101,1.0,Low,Moderate Sugar,No
3033491147067,1.0,Low,Low Sugar,No
20403027,-1.0,Moderate,Low Sugar,No
3155251205388,0.666666666666667,Moderate,Low Sugar,Yes
3036811363147,0.253846153846154,Moderate,Low Sugar,Yes
8076809517706,0.389830508474576,High,High Sugar,Yes
8711200548033,0.9375,High,Low Sugar,Yes
5449000058560,1.0,Low,Low Sugar,Yes
5202390020407,0.0,High,Low Sugar,Yes
4056489232872,0.0,High,Low Sugar,No
5000168001210,0.261603375527426,High,High Sugar,Yes
5000127163096,0.178571428571429,High,Moderate Sugar,No
5060406080223,0.474452554744526,Low,Moderate Sugar,Yes
4056489018636,0.0465116279069767,High,Low Sugar,Yes
5060336505247,0.828571428571429,Moderate,High Sugar,Yes
5010003052949,0.0674846625766871,Low,Low Sugar,Yes
13764027138,0.214285714285714,Low,Low Sugar,Yes
5060853640124,0.194,High,Moderate Sugar,Yes
20522612,1.0,Low,High Sugar,No
6111021014205,0.984126984126984,High,High Sugar,Yes
5000246728787,1.0,High,Low Sugar,No
5060337222174,1.0,Moderate,Moderate Sugar,Yes
4056489710592,0.808282208588957,High,High Sugar,No
5060202390359,0.08,Moderate,Low Sugar,Yes
16843697017,0.166666666666667,Moderate,Low Sugar,Yes
6111259344181,0.656977863330125,High,High Sugar,Yes
458061,0.0282485875706215,Moderate,Low Sugar,Yes
8402001009648,0.303030303030303,High,High Sugar,Yes
6111029000491,0.82,Low,Low Sugar,No
3175681037885,0.0358974358974359,High,Low Sugar,No
3123349011227,0.944444444444444,Low,Moderate Sugar,No
3523230029681,1.0,High,Low Sugar,No
7613035272903,1.0,Moderate,Moderate Sugar,Yes
3600900021050,0.0466666666666667,High,Low Sugar,Yes
3178050000725,-1.0,High,Low Sugar,No
3265479432005,-1.0,High,Low Sugar,No
8711327373105,0.806451612903226,High,High Sugar,Yes
16756168,0.271523178807947,High,Low Sugar,Yes
8410376010701,0.00666666666666667,High,Low Sugar,Yes
3067140036303,0.660377358490566,High,High Sugar,No
5411188115533,1.0,Low,Moderate Sugar,Yes
3497917002451,0.0133333333333333,High,Low Sugar,No
3061990143372,0.426666666666667,High,High Sugar,Yes
3124480195326,1.0,Low,Low Sugar,Yes
3228020232028,1.0,High,Low Sugar,No
6130760003769,0.0,Low,Low Sugar,Yes
3327272107266,0.708333333333333,High,Moderate Sugar,No
8480000233653,0.34070796460177,High,Moderate Sugar,No
9352042000298,0.216216216216216,Moderate,Low Sugar,Yes
6163826,0.127272727272727,High,Low Sugar,Yes
5057373748423,0.033112582781457,Moderate,Low Sugar,Yes
5000232901422,0.106870229007634,Low,Low Sugar,Yes
5014067153833,0.981651376146789,Low,Moderate Sugar,Yes
5018297002008,0.142538975501114,High,Moderate Sugar,Yes
5050974504139,0.041649312786339,Low,Low Sugar,Yes
5000328015927,0.075,Low,Low Sugar,Yes
282123,0.780487804878049,Moderate,Low Sugar,No
4088600179131,0.606060606060606,Moderate,Low Sugar,Yes
5060198640360,0.102439024390244,High,Low Sugar,No
5000354909924,0.3125,Low,Low Sugar,Yes
5000328024240,0.0121951219512195,Low,Low Sugar,Yes
938112,0.677165354330709,High,High Sugar,No
4088600003610,0.0566801619433198,High,Low Sugar,No
8719200265455,1.0,High,Low Sugar,Yes
4056489000563,0.893518518518518,Low,High Sugar,Yes
3228857000869,0.160416666666667,High,Moderate Sugar,Yes
3017760038331,0.758064516129032,High,High Sugar,Yes
20023775,0.216,Moderate,Moderate Sugar,No
7613036092487,0.8,Moderate,Low Sugar,Yes
3068320118420,1.0,Low,Low Sugar,Yes
20163402,1.0,Low,Low Sugar,No
8722700125174,0.627272727272727,High,Moderate Sugar,Yes
3124480186676,1.0,Low,Moderate Sugar,Yes
3571492210019,0.0297029702970297,Moderate,Low Sugar,Yes
3014680009175,0.758974358974359,High,High Sugar,Yes
5050083535079,0.376811594202899,High,High Sugar,Yes
3046920042932,0.916666666666667,High,High Sugar,Yes
8410109115543,0.0196078431372549,High,Moderate Sugar,No
8410376026979,0.328125,High,High Sugar,Yes
4000339035229,1.0,High,Low Sugar,Yes
3760049798876,0.0978723404255319,High,Low Sugar,Yes
3168930167983,0.00925925925925926,High,Low Sugar,No
5411188079996,-1.0,Low,Low Sugar,Yes
8002210500204,-1.0,High,Low Sugar,No
8712566133987,0.638297872340425,Moderate,Moderate Sugar,Yes
6413300018042,0.954545454545455,Low,Moderate Sugar,Yes
4088600107806,0.0241379310344828,High,Low Sugar,No
5011476102223,0.220588235294118,High,Moderate Sugar,Yes
5010044009650,0.0883190883190883,High,Low Sugar,Yes
8715700123691,0.533333333333333,High,Low Sugar,Yes
5000169199183,0.372549019607843,High,Low Sugar,No
1504972,1.0,High,Low Sugar,No
6111259341692,0.5,High,High Sugar,Yes
6111242071995,0.271523178807947,High,Low Sugar,Yes
3608580118886,0.962264150943396,High,High Sugar,Yes
6111242926806,0.831578947368421,Low,Moderate Sugar,Yes
6111263000202,6.83333333333333,Moderate,Low Sugar,Yes
6111184009520,-1.0,Low,Low Sugar,Yes
3336971209133,0.0277777777777778,High,Low Sugar,Yes
20884680,0.00506329113924051,High,Low Sugar,No
3700214610480,0.969387755102041,High,High Sugar,No
7613032568436,0.75531914893617,Low,Moderate Sugar,Yes
7613035898646,0.849753694581281,High,High Sugar,Yes
8480000094919,0.254237288135593,High,Moderate Sugar,No
3165950049015,1.0,Moderate,Low Sugar,Yes
3124480186584,0.987654320987654,Low,Moderate Sugar,Yes
3229820797946,0.23728813559322,High,Moderate Sugar,No
5000159492966,0.898305084745763,High,High Sugar,Yes
4012359113108,0.333333333333333,Moderate,Low Sugar,No
8410014478764,0.897435897435897,High,High Sugar,Yes
75041670,0.825,Low,Low Sugar,No
3124480196262,0.977777777777778,Low,Low Sugar,Yes
4056489462828,0.0178571428571429,Moderate,Low Sugar,No
5036589252597,0.836206896551724,Low,Moderate Sugar,Yes
3168930171737,0.00943396226415094,High,Low Sugar,No
20114329,0.230769230769231,Low,Low Sugar,No
4088600111209,0.0259740259740259,High,Low Sugar,Yes
8410076600448,0.466911764705882,Moderate,Moderate Sugar,Yes
5022019090204,1.0,Moderate,High Sugar,No
8001665705073,0.120098039215686,High,Moderate Sugar,Yes
1230000097048,0.787878787878788,High,High Sugar,No
5010171000018,-1.0,High,Low Sugar,No
6111250471862,1.0,High,Low Sugar,No
5711953176609,0.422535211267606,Low,Low Sugar,Yes
3038352875066,0.866666666666667,Low,Low Sugar,No
3608580789758,1.0,Low,Moderate Sugar,No
20245900,1.0,Low,Moderate Sugar,No
20840273,0.18984962406015,High,Moderate Sugar,Yes
7311070032581,0.1,High,Moderate Sugar,Yes
3023290030608,0.915254237288136,Moderate,Moderate Sugar,Yes
8711200459926,0.489795918367347,High,Low Sugar,Yes
3502490099177,0.833333333333333,High,Low Sugar,No
3056440032696,0.46031746031746,High,High Sugar,Yes
8410076421449,0.315789473684211,Low,Low Sugar,Yes
5413548283128,0.994285714285714,High,High Sugar,Yes
8422174010029,0.942857142857143,Low,Low Sugar,No
3472860001058,0.28,High,High Sugar,Yes
3046920010603,0.903846153846154,High,High Sugar,Yes
90375323,-1.0,Low,Low Sugar,Yes
8480000156044,0.944444444444444,Low,Low Sugar,No
8410376037883,0.0111111111111111,High,Low Sugar,Yes
8480000135025,0.0102941176470588,High,Low Sugar,Yes
4056489254683,-1.0,Moderate,Low Sugar,No
3599741006305,0.04375,Moderate,Low Sugar,Yes
5011835101065,0.513513513513513,High,Low Sugar,No
5060120282019,0.47,Low,Low Sugar,No
20878979,-1.0,Moderate,Low Sugar,No
7394376620720,0.485714285714286,Low,Low Sugar,No
87343397,0.0206896551724138,High,Low Sugar,Yes
5010115900596,1.0,High,High Sugar,Yes
4088600272689,1.2,Moderate,Low Sugar,No
4088600236377,0.0673316708229426,Moderate,Low Sugar,Yes
5411188138099,-1.0,Low,Low Sugar,Yes
6111162000464,0.0,Moderate,Low Sugar,No
4056489851387,0.0608272506082725,High,Low Sugar,No
6111035001734,-1.0,Low,Low Sugar,No
6111017046029,0.0066006600660066,High,Low Sugar,Yes
3770018078144,0.09375,Moderate,Low Sugar,Yes
3017760472890,0.242424242424242,High,High Sugar,Yes
3608580823476,0.974358974358974,Moderate,High Sugar,Yes
3124480185235,0.8,Low,Low Sugar,No
3421557910203,0.015,High,Low Sugar,No
3229820789149,0.368421052631579,High,High Sugar,Yes
3600900005067,0.0772727272727273,Moderate,Low Sugar,Yes
10581724,0.725490196078431,High,Low Sugar,No
4056489209980,0.379527559055118,High,High Sugar,Yes
3166290200197,0.271523178807947,High,Low Sugar,No
3560070740338,1.0,High,High Sugar,No
3155251205395,0.75,Moderate,Low Sugar,Yes
8076809545440,0.00632911392405063,High,Low Sugar,Yes
5060088705148,0.842105263157895,High,High Sugar,Yes
3182180002474,0.0458333333333333,High,Low Sugar,No
4056489192923,-1.0,High,Low Sugar,No
5000157026231,0.409090909090909,Low,Moderate Sugar,No
1200101017955,1.0,Low,Low Sugar,Yes
3092718637927,0.225806451612903,Low,Low Sugar,Yes
8445290728791,0.355907780979827,High,High Sugar,Yes
5000328376677,0.01,Low,Low Sugar,No
8480000136824,0.875,Low,Low Sugar,Yes
4088600169934,0.192439862542955,Moderate,Moderate Sugar,Yes
5000237132296,0.0632911392405063,Low,Low Sugar,Yes
4088600284897,0.790697674418605,Moderate,Low Sugar,No
8480000233592,0.0808510638297872,High,Low Sugar,Yes
5010003000353,0.106741573033708,Moderate,Low Sugar,Yes
5054269746884,0.59375,Moderate,Low Sugar,Yes
6111184002958,0.870350194552529,Moderate,High Sugar,Yes
667803000707,0.575,High,Moderate Sugar,No
5057545878798,0.760869565217391,High,Low Sugar,Yes
6111032009153,0.384615384615385,Low,Low Sugar,Yes
8410261775142,1.0,Low,Moderate Sugar,Yes
6111017040843,0.82,Low,Low Sugar,Yes
769503575445,3.41666666666667,High,Low Sugar,No
6111266962583,0.271523178807947,High,Low Sugar,Yes
4008400828121,0.996261682242991,High,High Sugar,Yes
3175681123014,0.0078125,High,Low Sugar,Yes
20842499,0.327868852459016,High,High Sugar,No
3387390339505,0.319010416666667,High,High Sugar,Yes
3564700007433,1.0,Low,Low Sugar,No
3242274002053,0.203125,High,Moderate Sugar,Yes
3046920010283,0.980392156862745,High,High Sugar,Yes
3248832940522,0.2,Low,Low Sugar,Yes
3220035229000,1.0,High,High Sugar,No
20004361,0.818181818181818,Low,Low Sugar,No
5026489483054,0.00969305331179321,High,Low Sugar,No
6921804700269,0.395833333333333,High,Low Sugar,Yes
5900617003454,0.292857142857143,High,Low Sugar,Yes
4088600391977,1.0,High,Low Sugar,No
5000157076427,0.0833333333333333,Low,Low Sugar,No
4056489530091,0.675,High,High Sugar,No
6111251752748,0.933333333333333,Low,Moderate Sugar,Yes
351546,1.0,High,Low Sugar,No
6111259343993,0.661326378539493,High,High Sugar,Yes
8000500408162,0.914772727272727,High,High Sugar,Yes
6111021021005,0.379746835443038,Moderate,Moderate Sugar,No
6111126005085,0.967741935483871,High,Low Sugar,Yes
6111262384945,0.500396133734749,High,High Sugar,Yes
6111259341661,0.458333333333333,High,High Sugar,Yes
4014500520049,0.836363636363636,Moderate,Moderate Sugar,Yes
6111035503115,0.271523178807947,High,Low Sugar,Yes
6111260232101,0.455555555555555,High,Low Sugar,Yes
6111259347113,0.483176312247645,High,High Sugar,Yes
3119783007483,0.410714285714286,Low,Low Sugar,Yes
7622210941480,0.107246376811594,High,Moderate Sugar,Yes
8000300264388,0.807692307692308,High,High Sugar,Yes
8000500223369,0.775947281713344,High,High Sugar,Yes
7622210713803,0.409090909090909,High,High Sugar,Yes
3421557501722,0.294117647058824,High,High Sugar,No
3600900006972,0.0388888888888889,High,Low Sugar,No
3088540255279,1.0,High,High Sugar,No
3497911101129,0.0153846153846154,High,Low Sugar,Yes
3387390320008,0.257575757575758,High,High Sugar,Yes
5449000214843,1.0,Low,Moderate Sugar,Yes
3487400004413,0.0181818181818182,High,Low Sugar,No
8480000137388,0.476190476190476,High,Moderate Sugar,No
8480000134073,0.666666666666667,High,Low Sugar,Yes
3116430216342,0.663434903047091,High,High Sugar,Yes
7394376616709,0.47887323943662,Low,Low Sugar,No
5449000053879,-1.0,Low,Low Sugar,Yes
8000500037874,0.898648648648649,High,High Sugar,Yes
3560071472719,0.109090909090909,High,Low Sugar,Yes
5059319002811,0.183098591549296,High,Moderate Sugar,Yes
5060088701980,0.811320754716981,High,High Sugar,Yes
8076809581868,0.384615384615385,High,Low Sugar,Yes
4088600169859,0.24957264957265,High,Moderate Sugar,Yes
5060198641183,0.0382352941176471,High,Low Sugar,No
4056489511182,0.0155148095909732,High,Low Sugar,Yes
5055958705342,0.271428571428571,Moderate,Low Sugar,Yes
38317,0.928571428571428,Moderate,Low Sugar,Yes
6111242106932,0.93859649122807,Low,Moderate Sugar,Yes
6111242071940,0.639100471527022,Low,High Sugar,Yes
6291003087158,0.75,Low,Moderate Sugar,Yes
29386574,0.717948717948718,Low,Moderate Sugar,Yes
5000159559003,1.65562913907285,High,High Sugar,Yes
6111184009650,0.119205298013245,Low,Low Sugar,Yes
3329770057234,1.0,Low,Moderate Sugar,Yes
5038862130929,0.93,Low,Moderate Sugar,No
5053827101424,0.419753086419753,High,High Sugar,Yes
3041090063152,0.153846153846154,High,Moderate Sugar,Yes
8000500242612,0.994285714285714,High,High Sugar,Yes
3228023170068,1.0,High,Low Sugar,No
3229820787985,0.275862068965517,Moderate,Low Sugar,Yes
4056489027768,1.0,Low,High Sugar,No
3165957822017,-1.0,High,Low Sugar,No
8480000510716,1.0,Low,Low Sugar,No
8002470023147,-1.0,High,Low Sugar,No
3023290030585,0.933333333333333,Moderate,Moderate Sugar,No
3228857001347,0.34,High,High Sugar,Yes
3019081241216,0.75,Moderate,Low Sugar,No
5000127049307,0.44,Moderate,Moderate Sugar,No
3155250361825,1.0,High,Low Sugar,No
8718836396465,-1.0,High,Low Sugar,Yes
4056489472261,0.827586206896552,Low,Low Sugar,Yes
5060146372756,0.428571428571429,Low,Low Sugar,Yes
8435185100955,0.980582524271845,Low,Moderate Sugar,Yes
850004207390,0.107142857142857,Moderate,Low Sugar,Yes
5000116111978,0.0476190476190476,High,Low Sugar,No
6111184004259,0.0,Low,Low Sugar,Yes
8410679234514,0.0423076923076923,High,Low Sugar,Yes
8402001009266,0.295652173913043,Low,Low Sugar,Yes
7394376620867,0.0,Low,Low Sugar,No
4056489528005,0.71875,Moderate,Low Sugar,Yes
6111259341098,0.637785800240674,High,High Sugar,Yes
6111035002113,1.0,Low,Moderate Sugar,Yes
6111017045961,0.983870967741935,High,High Sugar,Yes
144435000430,0.271523178807947,High,Low Sugar,No
6111242102934,0.629370629370629,Low,Moderate Sugar,Yes
6111203007353,1.0,High,Moderate Sugar,Yes
769503575261,8.2,High,Low Sugar,Yes
3302740025136,1.0,High,Low Sugar,Yes
3421557501975,0.373134328358209,High,High Sugar,No
3027030011766,0.0438356164383562,High,Low Sugar,No
7622210450098,0.507462686567164,High,High Sugar,Yes
5410081200445,0.955357142857143,High,High Sugar,Yes
3011360002884,0.826086956521739,High,High Sugar,Yes
3664346305983,0.981651376146789,Low,Moderate Sugar,Yes
8585002484093,0.394736842105263,High,Moderate Sugar,Yes
3175681797420,0.267857142857143,High,Moderate Sugar,Yes
3254381016922,-1.0,Low,Low Sugar,No
7300400118101,0.0161290322580645,High,Low Sugar,No
8480000592569,1.0,Low,Low Sugar,Yes
3175681261365,0.25,High,High Sugar,Yes
20202859,0.409917355371901,High,High Sugar,Yes
20816438,0.810810810810811,High,Low Sugar,No
8020141800002,-1.0,Low,Low Sugar,No
5449000051981,1.0,Low,Moderate Sugar,Yes
5410126726947,0.615646258503401,High,High Sugar,Yes
4056489301370,0.8,High,Low Sugar,Yes
6130760000102,0.0,Low,Low Sugar,No
7622210590473,1.0,High,Low Sugar,No
5000119684257,0.333333333333333,High,High Sugar,Yes
4001724039112,0.121739130434783,High,Low Sugar,No
8719200234857,1.0,High,Low Sugar,Yes
7613036077514,0.271523178807947,High,Low Sugar,No
5010477338679,0.252396166134185,High,High Sugar,No
50157709,0.980237154150198,Moderate,High Sugar,No
20425609,0.229222520107239,High,High Sugar,Yes
20952174,0.0152671755725191,High,Low Sugar,No
40897899,0.0422535211267606,High,Low Sugar,Yes
4088600021102,0.016597510373444,Moderate,Low Sugar,No
5010092736812,0.0853242320819113,High,Low Sugar,Yes
358149,0.0575793184488837,High,Low Sugar,No
5000119082985,0.0474308300395257,High,Low Sugar,No
5060088700082,0.807807807807808,Moderate,Moderate Sugar,Yes
10595125,0.492088607594937,High,High Sugar,Yes
5025840005430,1.0,Low,Low Sugar,No
6111180000934,0.0,High,Low Sugar,Yes
3400938267266,0.0995661363889198,High,High Sugar,No
4014500520032,0.901960784313726,Low,Low Sugar,Yes
3564700005835,1.0,Low,Low Sugar,No
3456300002508,1.0,Low,Low Sugar,No
8076809523509,0.0492957746478873,High,Low Sugar,No
3229820027005,0.0526315789473684,High,Low Sugar,No
3329770051096,1.0,Low,Low Sugar,No
5010029201246,0.179487179487179,High,Moderate Sugar,No
3451790988042,1.0,High,Low Sugar,Yes
5053827199667,0.352112676056338,High,High Sugar,Yes
3760020505936,0.444444444444444,Low,Low Sugar,Yes
8480000171511,0.620689655172414,Low,Moderate Sugar,No
3088541002476,0.271523178807947,High,Low Sugar,No
8002470030923,-1.0,High,Low Sugar,No
5411188131380,0.1,Low,Low Sugar,Yes
8710522920725,1.0,High,Low Sugar,No
3019081241193,0.333333333333333,High,Low Sugar,Yes
8480000505453,0.384615384615385,High,Low Sugar,No
7613031370641,0.33515731874145,High,High Sugar,Yes
3103220048658,0.608695652173913,High,High Sugar,Yes
20126391,1.0,Low,Low Sugar,No
5059319004051,0.294871794871795,High,High Sugar,Yes
8480000156624,0.0,Low,Low Sugar,No
8480000156488,0.945945945945946,Low,Low Sugar,Yes
3599741006312,0.264150943396226,Low,Low Sugar,No
8445290384874,0.177556818181818,High,Moderate Sugar,Yes
5016084235516,0.091816367265469,High,Low Sugar,Yes
5010115900718,1.0,Low,Moderate Sugar,Yes
5056142400029,0.06,Moderate,Low Sugar,Yes
5010044000039,0.0646551724137931,High,Low Sugar,Yes
8480000867865,1.0,Low,Low Sugar,Yes
4088600251806,0.072093023255814,High,Low Sugar,Yes
5060317350040,0.237981913374584,Low,Low Sugar,Yes
5010044000305,0.0588235294117647,Low,Low Sugar,Yes
7622201148782,1.0,Moderate,Moderate Sugar,Yes
6111170000029,0.271523178807947,High,Low Sugar,Yes
4088600169842,0.251724137931034,Moderate,Moderate Sugar,Yes
5055958706721,0.222727272727273,High,Low Sugar,Yes
1789621,0.991411042944785,High,High Sugar,No
392730,0.51219512195122,Moderate,Low Sugar,No
5013665116738,0.0212765957446809,Low,Low Sugar,Yes
3341430551449,-1.0,High,Low Sugar,No
8000430138719,0.5,High,Low Sugar,Yes
3155251204350,1.0,High,Low Sugar,Yes
7311070032574,0.13013698630137,High,Moderate Sugar,No
3564700014660,1.0,High,Low Sugar,No
3178530405743,0.613636363636364,High,High Sugar,Yes
8480000180186,0.555555555555556,Low,Low Sugar,No
80895237,0.979130434782609,High,High Sugar,Yes
7613287176561,0.981132075471698,High,High Sugar,Yes
3760091724632,0.574468085106383,High,High Sugar,No
8480000340788,0.754385964912281,High,Low Sugar,No
3560070720859,0.878787878787879,High,High Sugar,Yes
3560071010058,0.0638888888888889,High,Low Sugar,Yes
3270190136873,0.0,Low,Low Sugar,No
8480000093554,0.39344262295082,High,High Sugar,Yes
4012359144003,0.125,High,Low Sugar,No
8410376024326,0.00793650793650794,High,Low Sugar,Yes
8010265640202,0.0952380952380952,High,Moderate Sugar,Yes
3302740030932,0.157894736842105,Moderate,Low Sugar,No
20276522,0.271523178807947,High,Low Sugar,No
8410261657424,1.0,Low,Moderate Sugar,Yes
3229820801087,0.111111111111111,Low,Low Sugar,No
4056489546108,0.0479166666666667,High,Low Sugar,No
3154230802280,-1.0,High,Low Sugar,Yes
5014213001063,0.33125,High,Moderate Sugar,No
5010029204247,0.259259259259259,High,Moderate Sugar,No
5050083197840,0.18,Moderate,Low Sugar,Yes
50147311,1.0,Moderate,Moderate Sugar,Yes
5000119092502,0.0167785234899329,High,Low Sugar,No
5053827193368,0.215384615384615,High,Moderate Sugar,Yes
5000168085593,0.134228187919463,High,Moderate Sugar,Yes
4056489687337,0.258064516129032,High,High Sugar,Yes
8727200500209,0.0409836065573771,Low,Low Sugar,No
5010029013047,0.0172413793103448,Moderate,Low Sugar,No
5036589253532,1.0,Low,Low Sugar,No
4061459290349,0.638888888888889,Moderate,Moderate Sugar,No
6111017040881,0.848484848484849,High,High Sugar,Yes
3045320094015,1.0,High,High Sugar,Yes
6111242100800,-1.0,Low,Low Sugar,Yes
6111126001605,0.866115702479339,Low,Moderate Sugar,Yes
19101,0.244628099173554,High,Moderate Sugar,No
8410199013545,0.0854092526690391,High,Low Sugar,Yes
5060526430601,0.0384615384615385,Low,Low Sugar,Yes
6111246720790,1.0,Low,Moderate Sugar,No
5449000318947,-1.0,Low,Moderate Sugar,Yes
8643729134131,0.788732394366197,Moderate,Moderate Sugar,Yes
8445290204417,0.271523178807947,High,Low Sugar,Yes
8000500425183,0.973154362416107,High,High Sugar,Yes
3163937010003,0.271523178807947,High,Low Sugar,No
3038352880305,0.107692307692308,Low,Low Sugar,Yes
3045320001570,1.0,High,High Sugar,Yes
3229820784946,0.782608695652174,Low,Moderate Sugar,Yes
8712566246496,0.35,Low,Low Sugar,Yes
3048431001958,0.271523178807947,High,Low Sugar,Yes
3017760656092,0.411764705882353,Moderate,Moderate Sugar,Yes
3259426021053,0.541666666666667,High,High Sugar,Yes
4056489041320,0.785714285714286,Low,Low Sugar,No
3123930711703,1.0,High,Low Sugar,No
3245413451804,0.694444444444444,Low,Low Sugar,No
8480000201966,1.0,High,Low Sugar,Yes
8410376042498,0.0215384615384615,High,Low Sugar,Yes
8005110060007,0.805555555555555,Low,Low Sugar,Yes
8410376013191,0.140625,High,Moderate Sugar,Yes
5740900805408,1.0,Low,Low Sugar,No
8801043150620,0.0441176470588235,High,Low Sugar,Yes
20201838,0.84375,Moderate,Low Sugar,No
3330720238191,0.979591836734694,High,High Sugar,Yes
4056489108375,1.0,High,Low Sugar,No
5059319025711,0.209876543209877,High,High Sugar,Yes
5010061001613,1.0,Low,Low Sugar,No
5013803001070,0.133333333333333,High,Low Sugar,Yes
5000181024043,1.0,Low,Low Sugar,No
5013683305527,0.0684931506849315,Moderate,Low Sugar,Yes
8076809582209,0.276872964169381,High,High Sugar,Yes
5010003000292,0.0603015075376884,High,Low Sugar,Yes
5010029221701,0.076,Moderate,Low Sugar,Yes
4088600475851,1.0,Low,Low Sugar,No
4056489346364,0.678571428571429,Low,Low Sugar,Yes
3760381260819,0.03125,High,Low Sugar,Yes
5056053305802,0.283870967741935,Low,Low Sugar,No
5011038135126,1.0,High,Low Sugar,No
6111242040823,0.0,High,Low Sugar,No
5036589255710,0.880434782608673,Moderate,Moderate Sugar,Yes
5017764003111,0.0017636684303351,High,Low Sugar,No
4061464727755,0.0583333333333333,Low,Low Sugar,No
5000169603550,0.314285714285714,Low,Low Sugar,No
20508111,0.122047244094488,Moderate,Low Sugar,No
8719200265806,1.0,High,Low Sugar,Yes
6111242882164,0.436170212765957,Low,Low Sugar,Yes
3228857002351,0.0837209302325581,High,Low Sugar,Yes
6111024001295,0.0,High,Low Sugar,Yes
8000500217078,0.775947281713344,High,High Sugar,Yes
20081232,0.454545454545455,High,High Sugar,Yes
3392460481671,0.316666666666667,Low,Low Sugar,Yes
3177500000742,0.0143042912873862,High,Low Sugar,No
3229820181899,0.113636363636364,Moderate,Low Sugar,No
3178530402988,0.621212121212121,High,High Sugar,Yes
3080216052885,0.0266666666666667,Low,Low Sugar,No
3175681170841,0.193333333333333,Moderate,Low Sugar,No
8712566246526,1.0,Low,Low Sugar,Yes
3760056260076,-1.0,High,Low Sugar,No
3259011799909,0.142307692307692,Moderate,Low Sugar,Yes
3165433864012,1.0,High,High Sugar,No
8480000125248,0.0454545454545455,High,Low Sugar,Yes
8412600028131,0.0763157894736842,High,Low Sugar,Yes
8480000106780,1.0,Low,Low Sugar,Yes
8480000209085,1.0,Low,Low Sugar,No
6174988,0.141463414634146,High,Moderate Sugar,Yes
8480000838865,0.0691964285714286,Low,Low Sugar,Yes
8480000041937,-1.0,High,Low Sugar,No
3564706612792,0.266666666666667,High,High Sugar,Yes
5053990107292,0.0490909090909091,High,Low Sugar,Yes
4056489135524,-1.0,High,Low Sugar,Yes
5053827209205,0.0952380952380952,High,Moderate Sugar,No
5014008002237,0.109756097560976,High,Low Sugar,Yes
3124480196248,1.0,Low,Low Sugar,Yes
20975364,0.625,Moderate,Low Sugar,No
643435040823,0.91699604743083,High,High Sugar,Yes
5010084103677,0.0166666666666667,Moderate,Low Sugar,Yes
5000157026071,0.27741935483871,Low,Low Sugar,Yes
4056489150503,1.0,High,Low Sugar,No
5057753941246,1.0,Low,Low Sugar,No
5050974000556,0.291291291291291,High,High Sugar,No
5057545807132,0.0406360424028269,High,Low Sugar,Yes
29210053,0.0789980732177264,High,Low Sugar,No
6111251752762,0.933333333333333,Low,Moderate Sugar,Yes
5000157146342,0.824561403508772,Low,Low Sugar,No
5060198640407,0.0234042553191489,High,Low Sugar,No
6111028000997,0.571428571428571,High,Low Sugar,Yes
4056489791799,0.932142857142857,Low,Moderate Sugar,No
8410014488183,0.96551724137931,High,High Sugar,Yes
6111266750753,0.322834645669291,High,Low Sugar,Yes
5111129000071,0.271523178807947,High,Low Sugar,No
7622210998095,0.124444444444444,High,Moderate Sugar,Yes
3228857000180,0.117505995203837,High,Low Sugar,Yes
3178530410136,0.423076923076923,High,High Sugar,Yes
5038862234115,0.846153846153846,Low,Moderate Sugar,No
3523230030793,1.0,High,Low Sugar,No
3168930010869,0.280701754385965,High,High Sugar,Yes
5410081200551,0.964912280701754,High,High Sugar,Yes
3392460460409,0.0147058823529412,High,Low Sugar,No
4001954165018,1.0,Low,Low Sugar,No
3280640653010,0.347826086956522,High,Low Sugar,Yes
3445850024023,-1.0,Low,Low Sugar,No
7613035781627,0.501538461538462,High,High Sugar,Yes
8480000171634,0.874125874125874,High,Moderate Sugar,No
8712100872273,0.769230769230769,Moderate,Low Sugar,No
8076800195033,0.0492957746478873,High,Low Sugar,No
5201037709774,1.0,Moderate,Low Sugar,No
8076809522533,0.491525423728814,High,High Sugar,Yes
5202390021121,0.0,High,Low Sugar,Yes
5010029204209,0.0628571428571429,High,Low Sugar,No
5013803991982,0.575342465753425,High,Moderate Sugar,Yes
