energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,nova_group,nutrition_score,fruits_veg_nuts_percent,brands,code,product_name
173.0,724.0,15.0,0.6,6.5,0.5,13.0,1.0,0.74,0.296,4.0,0.0,7.0,Findus,3599740007273,Tranches panées de Colin d'Alaska MSC
224.0,,16.0,0.4,11.0,0.9,13.0,,1.3,0.52,3.0,3.0,9.25,l'Atelier Poisson,3599741004677,Colin d'Alaska Extra croustillant MSC
348.0,,71.0,3.5,1.5,0.2,11.0,4.8,0.0,0.0,1.0,-4.0,0.0,Tipiak,3600900020091,Céréales de campagne
78.0,331.0,17.0,17.0,0.3,0.0,0.9,1.9,0.02,0.008,4.0,-1.0,85.0,Andros,3608580796312,Pêche morceaux généreux
398.0,1654.0,0.0,0.0,29.0,18.0,33.0,,1.5,0.6,3.0,14.0,0.0,Casa Azzurra,3760056260069,Gran Padano AOP
447.0,1882.0,70.0,4.7,14.0,1.2,8.8,3.0,2.5,1.0,4.0,19.0,0.0,Maretti,3800205875208,Печени хлебни кръгчета с вкус Гъби и сметана
453.0,1906.0,71.0,5.5,14.0,1.2,9.1,3.3,2.0,0.8,4.0,15.0,0.0,Maretti,3800205877325,Bruschette sour cream
55.4,,4.1,4.1,3.0,1.95,3.0,,0.0975,0.039,1.0,2.0,0.0,Верея,3800748001317,Прясно краве мляко 3%
48.0,,10.0,10.0,0.1,0.0,0.3,17.0,0.01,0.004,2.0,,0.0,Bad Reichenhaller,4001475101601,Alpen Salz
450.0,1873.0,37.8,33.1,29.7,20.0,7.0,0.33,0.254,0.1016,4.0,25.0,0.0,"Kinder, Ferrero",4008400290126,Pingui
523.0,,69.0,4.1,21.0,2.2,12.0,2.3,2.2625,0.905,4.0,,0.4078125,King Pot Noodle,5000118203664,pot noodles chicken and mushroom 114g
426.0,1792.0,73.5,67.8,12.9,7.6,2.1,2.8,0.03,0.012,4.0,27.0,0.0895182291666714,Nestlé,5000189983281,After Eight
1.0,,0.0,,0.0,,0.0,,,,1.0,,0.0,Taylors of Harrogate,5010357112061,Yorkshire Tea 80 Tea Bags
420.0,,45.0,2.1,17.0,8.7,20.0,3.5,1.2,0.48,4.0,11.0,6.6611328125,Goodfella's,5011003046389,Stonebaked Thin Margherita Pizza
329.0,1398.0,81.5,80.8,0.5,0.2,0.5,0.5,0.03,0.012,2.0,19.0,0.0,Rowse,5011273040209,Organic honey
218.0,,52.0,44.0,0.4,0.0,0.6,2.2,0.02,0.008,4.0,13.0,51.0,st dalfour,5014271390420,St Dalfour Mermelada de Frambuesa
,,,,,,,,,,4.0,,64.25,Clipper,5021991938856,Infusion bio
698.0,2906.0,0.5,0.5,77.2,34.0,0.3,0.0,1.7,0.68,4.0,24.0,0.0,Willow,50295401,Willow butter
523.0,2184.0,57.0,2.7,29.7,3.0,5.2,3.3,2.13,0.852,4.0,17.0,0.0,"Pipers, Pipers Crisp Co",5033060100156,Pipers Burrow Hill Cider Vinegar & Sea Salt Crisps
35.0,149.0,7.8,7.8,0.5,0.1,0.7,0.7,0.01,0.004,1.0,2.0,100.0,innocent,5038862134729,Jus d'orange sans pulpe
41.0,173.0,9.3,8.6,0.0,0.0,0.63,0.52,0.01,0.004,,10.0,0.0,Innocent,5038862136532,Jus Orange & Carotte
64.0,271.0,15.0,14.0,0.0,0.0,0.29,1.0,0.0,0.0,1.0,5.0,91.0,Innocent,5038862165501,Innocent jus pomme & framboise 900ml
51.0,217.0,12.0,10.0,0.0,0.0,0.0,1.2,0.0,0.0,,12.0,3.0,Innocent,5038862304504,"Mangoes, Apples & Passion Fruits Fruit Smoothie"
0.0,,0.0,,0.0,,0.0,,,,1.0,,0.0,Optimum Nutrition,5060245605397,Micronised Creatine Powder
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,smartwater,5449000034335,Smart Water
,,,,,,,,,,1.0,0.0,,Caldas de Penacova,5605566000126,Água Mineral Natural
476.0,1997.0,67.4,34.5,19.6,9.9,5.7,3.3,0.5,0.2,4.0,25.0,0.0,Dobrogea,5941006101566,"Eugenia original, Biscuiți cu multă cremă cu cacao"
163.0,,67.0,0.0,0.06,0.01,0.15,0.0,0.25,0.1,4.0,,0.0,,6111199004077,flash
450.0,900.0,77.0,0.0,12.9,2.4,6.5,2.0,4.0,1.6,4.0,,0.0,Alimani,6111249980887,Manyana
49.0,,12.0,11.2,0.1,0.0,0.1,0.0,0.0,0.0,4.0,13.0,5.6,Valencia,6111251752755,Abtal
386.0,1634.0,78.9,75.1,3.6,1.6,5.1,7.7,0.14,0.056,4.0,9.0,0.0,Nestlé,7610100088056,Nesquick
488.0,2045.0,67.0,41.0,21.0,12.0,6.0,2.3,0.68,0.272,4.0,30.0,0.0,Milka,7622300270469,Choco Biscuits
476.0,1995.0,62.5,25.0,20.4,6.7,7.6,6.0,0.58,0.232,4.0,17.0,0.0103515625000057,galbusera,8002190006147,Gran saraceno
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,JACOBS DOUWE EGBERTS NORGE AS,8003753900520,caffè in grani classico
26.0,,3.9,2.8,0.2,0.1,1.2,,0.295,0.118,3.0,-4.0,99.8,Mutti,8005110172106,Polpa
25.0,104.0,3.9,2.8,0.2,0.1,1.2,,0.02,0.008,1.0,-5.0,100.0,"Oluf lorentzen as, Mutti",8005110413520,Tomater Hakkede Økologisk 400g Mutti
523.0,2186.0,62.0,21.0,28.0,15.0,4.3,2.8,0.55,0.22,4.0,24.0,0.270833333333336,"Schär,ARVID NORDQUIST NORGE AS",8008698005491,Choco Chip Cookies
0.0,0.0,0.0,,0.0,0.0,0.0,,12.5,5.0,,0.0,0.0,Lete,80412021,Acqua minerale naturale frizzante Lete
267.0,,42.0,9.6,4.1,1.0,10.0,4.3,0.88,0.352,4.0,3.0,4.8,Dulcesol,8410087820033,Sandwich sotille integral
477.0,,62.5,0.2,22.1,2.9,5.6,3.0,2.1,0.84,4.0,17.0,0.0,Cheetos,8410199001153,Cheetos
77.0,,9.5,6.9,3.5,0.3,1.5,,1.0,0.4,3.0,4.0,68.525,Hacendado,8480000171085,Tomate frito
480.0,,61.0,3.7,22.0,2.2,6.8,5.5,0.875,0.35,4.0,9.0,0.000629425048828125,"Doritos, Multibev, PepsoCo",8710398161987,Nacho Cheese
171.0,714.0,34.0,32.0,0.5,0.1,1.3,0.5,0.03,0.012,4.0,,28.125,"Maille, Unilever",8712100441660,Maille Vinaigre Balsamique de Modène 25 cl
50.0,214.0,12.0,12.0,0.0,0.0,0.0,0.0,0.07,0.028,4.0,14.0,0.107500000000002,Sappe Public Company Limited,8850389111352,Mogu mogu
162.0,,37.0,,0.0,,3.0000000015,0.9,,,3.0,,0.0,mams,8851876200412,instant rice vermicelli noodles
180.0,,8.0,2.0,14.0,2.0,4.0,2.0,,,,,0.0,Kirkland Signature,0096619450008,natural Peanut Butter creamy
,,,,,,,,,,3.0,,0.0,"الراعي,Le Berger",6111246720783,petits frais nature 170g araai
140.0,584.0,0.27,0.27,9.83,2.64,12.7,0.0,0.31,0.124,1.0,-1.0,0.0,Plein Air,20057237,Œufs
506.0,2101.0,37.0,26.9,31.1,4.7,16.0,,0.08,0.032,3.0,17.0,92.8,snacks of the world,8711299020489,Nuts & Raisins unsalted
102.0,,23.0,23.0,0.5,0.1,1.4,,2.0,0.8,3.0,14.0,61.5,Kotlin,5900385012573,Ketchup Ɨagodny
142.0,,1.4,0.2,5.7,1.7,21.3,,0.8,0.32,,-2.0,,,6111261630012,Maquereaux à l'huile
250.0,,17.0,,17.0,,20.4,15.3,,,3.0,,0.0,TASTINO,20065553,Protein bread
809.0,3387.0,0.0,0.0,91.4,16.9,0.0,0.0,0.0,0.0,,2.0,0.0,Pure South Press Co,0799439110564,Extra Virgin Cold-Pressed Avocado Oil
210.0,,16.0,0.0,15.5,9.0,9.0,,23.5,9.4,,,,,6111180006226,Bouillon arome boeuf
65.0,272.0,9.5,1.9,0.2,0.1,4.6,7.2,0.3925,0.157,4.0,-9.0,87.8033571428571,Heinz,5000157078780,Beanz No added sugar
72.0,,16.0,16.0,0.5,0.1,0.6,0.5,0.01,0.004,,12.0,0.0,The Juice Company,4088600160023,100% Pure Pressed Orange Juice smooth
104.0,438.0,13.6,4.8,0.9,0.2,6.3,8.2,0.4,0.16,3.0,-7.0,91.0072895957588,Tesco,5018374717221,Mixed Bean Salad in Vinaigrette
313.725490196078,,39.2156862745098,1.96078431372549,8.82352941176471,0.980392156862745,41.1764705882353,15.6862745098039,1911.76470588235,764.70588235294,4.0,,0.0125611435645201,Orgain,0851770007566,"Organic Protein, Vanilla Bean"
130.0,,30.0,20.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,18.0,0.703125,HARIBO,5012035927592,Starmix
46.0,190.0,2.0,1.5,4.2,0.3,0.1,0.0,0.41,0.164,4.0,19.0,27.0810546875,Nando’s,6003770009130,Perinaise Peri-Peri Mayonnaise Mild
535.0,,57.0,54.0,31.0,5.2,6.1,3.6,0.075,0.03,4.0,25.0,13.0,Bio Village,3564707140768,Pâte à tartiner aux noisettes
45.0,187.0,5.5,2.2,0.4,0.1,2.6,4.3,0.29,0.116,4.0,-7.0,100.0,Bonduelle,3083681117042,La Poêlée Champêtre
96.0,399.0,8.9,1.6,4.6,1.1,3.2,2.9,0.625,0.25,4.0,3.0,49.0633138020833,Bonduelle,3083681116908,
,,,,,,,,,,2.0,19.0,0.0,Merci!,3250392877996,Miel de France crémeux
619.0,,11.0,5.8,50.0,6.8,26.0,,0.0,0.0,3.0,-3.0,96.0,Snacks of the world,8711299020427,Kingsize Peanuts Unsalted
570.01,,44.36,,39.11,,7.28,5.73,0.002,0.0008,4.0,,0.0,Bimo,6130014350120,Ambassadeur noir précieux 70% cacao
528.0,,61.8,17.7,29.5,17.2,4.4,1.3,0.61,0.244,3.0,24.0,0.0,Lidl,20016210,all butter scottish shortbread fingers
668.0,,0.5,0.5,74.0,29.0,0.5,,1.1,0.44,4.0,18.0,20.0,Anchor,5000181041170,Anchor
358.0,,78.0,0.5,1.1,0.3,8.6,1.0,0.01,0.004,1.0,0.0,0.0,Golden Sun,4056489095736,Bio Basmati Reis
538.0,,44.0,42.0,35.0,18.0,6.8,0.0,0.5025,0.201,4.0,30.0,10.0,Tony's Chocolonely,8717677339877,Dark Chocolate Almond Sea Salt 51%
510.0,2135.0,55.9,42.9,26.3,13.5,11.5,,0.445,0.178,4.0,30.0,0.0,"Ferrero, Kinder",8000500273883,Kinder Cards Family-Pack 20days
550.0,2296.0,56.5,51.0,32.0,15.4,8.2,0.0,0.318,0.1272,4.0,31.0,0.0,"Ferrero, Kinder",8000500325384,Kinder joy
96.0,,17.0,14.0,0.2,0.1,4.0,,0.1,0.04,1.0,-2.0,100.0,Mutti,8005110001673,double concentré de tomates bio
,,,,,0.0,,,,,,,,,6111250474382,Rahik
359.0,,72.0,3.0,1.9,0.8,12.0,12.0,0.03,0.012,1.0,-5.0,0.0,Combino,4013159604575,Fussili
46.0,193.0,4.1,4.1,1.5,1.0,3.4,,0.12,0.048,1.0,-1.0,0.0,Müller,4025500186821,Kalinka Kefir
19.0,79.0,4.4,4.4,0.0,0.0,0.0,0.0,0.05,0.02,4.0,8.0,1.5,FUZE TEA,5449000266002,Thé vert glacé saveur citron vert & menthe
371.0,1532.0,0.5,0.5,29.0,20.0,27.0,0.0,0.6,0.24,3.0,9.0,0.0,"Marque Repère, Les Croisés",3564700014639,Emmental français
418.0,,44.0,24.0,24.0,15.0,5.9,,1.3,0.52,4.0,27.0,3.171875,bonne maman,3178530414431,MADELEINE CITRON
276.0,1146.0,0.5,0.5,22.0,15.0,19.0,,1.5,0.6,3.0,13.0,0.0,Soignon,3394230110613,Le Chèvre Typé et Crémeux
43.0,187.0,10.1,8.5,0.5,0.1,0.7,0.5,0.01,0.004,1.0,4.0,100.0,Paquito,3250390001287,100% pur jus orange sans pulpe
370.0,1540.0,66.0,36.0,9.5,1.2,4.8,1.2,0.57,0.228,4.0,17.0,21.625,Lu,3048282332645,LULU
205.0,851.0,3.0,3.0,17.8,13.2,8.3,,1.2,0.48,4.0,14.0,0.0,"Savencia, St Moret",3272770096843,St Moret
92.0,389.0,7.3,4.9,0.5,0.1,15.0,0.5,19.3,7.72,4.0,,0.0,Maggi,3033710084005,Arome MAGGI - Bouteille 1kg
372.0,1566.0,59.0,0.7,7.0,1.3,14.0,10.0,0.02,0.008,3.0,-5.0,0.0,Auchan,3596710443673,Flocons d'avoine
290.0,1194.0,4.0,3.9,30.0,3.1,0.5,0.5,1.5,0.6,4.0,14.0,13.734375,Maille,8722700136163,Maille Vinaigrette Légère Huile d'Olive(12%)Pointe d'Olive Noire 36 cl
184.0,,6.6,4.0,17.0,1.3,0.7,,,,4.0,,18.0,lesieur,3036810281183,"Sauce salade légère 
à la moutarde à l'ancienne"
352.0,1494.0,78.0,0.2,0.9,0.2,7.4,1.1,0.01,0.004,1.0,0.0,0.0,Taureau Ailé,3038354586403,Riz pour risotto
371.0,1573.0,82.0,7.2,0.9,0.3,6.9,3.6,0.32,0.128,3.0,4.0,0.0,Céréal Bio,3175681085602,tartines craquantes riz châtaigne
334.0,1398.0,42.0,22.0,17.0,8.1,4.5,1.0,32.7,13.08,,3.0,0.0,Knorr,8714100880142,Knorr Bouillon de Poule Bio 60g
271.0,1142.0,42.0,4.3,5.8,0.6,10.0,5.4,0.98,0.392,4.0,1.0,1.55,Jacquet,3029330067047,Pain de mie au céréales et aux graines
284.0,,1.9,1.9,29.7,19.3,2.4,,0.000125,5e-05,1.0,15.0,0.0,Envia,20020729,Crème fraîche entière 30%MG
504.0,2110.0,64.0,6.4,23.0,2.2,8.3,2.2,2.14,0.856,4.0,19.0,0.0,"LU, Mondelēz, Tuc",7622300571351,Flavour Cheese
103.333333333333,643.0,0.333333333333333,0.333333333333333,7.33333333333333,5.2,8.66666666666667,0.0,0.0,0.0,3.0,3.0,0.0,Nos Régions Ont Du Talent,3564709051727,Cancoillotte Nature
352.0,1490.0,78.0,0.5,0.9,0.2,7.4,1.1,0.1,0.04,1.0,0.0,0.0,Taureau Ailé,3038359005626,Riz Méditerranéen de Camargue
355.0,1504.0,71.0,4.8,1.5,0.2,13.0,2.5,0.02,0.008,1.0,0.0,1.4,Panzani,3038350103604,Torti Tomates & Épinards
272.0,1156.0,66.0,58.0,0.5,0.5,0.0,,0.03,0.012,2.0,18.0,0.0,Carrefour,3560070563166,Pur Sirop d'Erable
77.0,326.0,5.7,5.0,5.4,0.4,0.7,2.5,0.87,0.348,4.0,0.0,87.303125,Monique ranou,3250391468423,Carottes
362.0,1504.0,0.5,0.5,28.0,19.9,27.0,0.5,0.8,0.32,3.0,10.0,0.0,Páturages,3250390010258,Emmental français râpé
108.0,453.0,13.9,0.8,0.6,0.1,7.7,8.0,0.22,0.088,3.0,-10.0,85.5704313994736,Bonduelle,3083681085990,Haricots Rouges cuits dans très peu de jus
337.0,1426.0,65.0,3.0,2.0,0.5,11.0,7.5,0.0,0.0,1.0,-5.0,0.0,"Marque Repère, Turini",3564700674031,Torsades au blé complet
46.0,196.0,8.3,6.3,0.8,0.1,1.4,0.2,0.07,0.028,4.0,7.0,0.0,Vemondo,20659318,Bebida de avena calcio
114.7,,10.175,9.62,6.29,0.925,3.33,2.405,1.290375,0.51615,3.0,-1.0,96.35,Cassegrain,3083681017809,Courgettes cuisinées à la provençale
64.0,271.0,12.0,11.0,0.1,0.0,1.4,0.0,0.9,0.36,4.0,6.0,51.5625,Heinz,8715700110172,Tomato ketchup -50 % de sucres et sel
105.0,441.0,15.0,0.7,0.6,0.1,6.5,6.6,0.4,0.16,3.0,-4.0,50.0,"Marque Repère, Notre Jardin",3564700013274,Haricots rouges 1/2
640.0,,11.0,5.9,54.0,13.0,24.0,6.5,0.99,0.396,3.0,8.0,91.0,Rapunzel,4006040004974,Beurre de cacahuète crunchy
621.0,2573.0,10.0,5.6,51.0,6.1,27.0,7.1,0.1,0.04,3.0,-8.0,96.0,"Marque Repère, Tokapi",3564700537404,Cacahuètes non salées
392.0,1651.0,65.0,19.0,8.0,4.5,10.0,10.0,0.05,0.02,4.0,8.0,0.0,Kellogg's,5053827139335,All-bran choco
244.0,1009.0,4.4,3.0,24.0,23.0,2.7,,0.04,0.016,4.0,11.0,90.0,Kara,8886303210559,Crème de coco onctueuse
12.0,,2.5,0.0,0.0,0.0,0.4,,0.0,0.0,3.0,,0.0,budweiser,5014379007237,Biere bud
90.0,380.0,9.0,8.4,2.0,1.4,9.0,,0.1,0.04,3.0,1.0,7.23333333333333,Siggi's,3023290032251,Skyr myrtille
455.0,1902.0,52.8,48.3,20.3,13.2,3.0,,0.01,0.004,4.0,29.0,18.0,"Ferrero, Mon Chéri",4008400102528,Mon Chéri. 15 St.
102.0,435.0,23.2,22.8,0.1,0.1,1.2,,1.8,0.72,3.0,13.0,60.9,Heinz,87157260,Tomato Ketchup
310.0,,52.0,1.9,6.5,1.3,9.9,2.3,0.935,0.374,4.0,4.0,18.8888888888889,"Grafschafter, Snack Food Poco Loco, el tequito",20119676,Tortillas à base de farine de blé
623.0,2587.0,44.0,42.0,47.0,34.0,5.0,,0.17,0.068,4.0,29.0,11.3636363636364,Lindt,8003340073545,Lindor Latte
0.0,0.0,41.0,34.0,38.0,17.0,11.0,7.0,0.03,0.012,4.0,15.0,25.0,Carrefour,3270190117209,Noir amandes entieres
589.0,2424.0,0.5,0.5,65.0,35.0,0.6,,0.01,0.004,2.0,18.0,13.0,Meggle,4034900008145,Meggle Butter Streichzart - ungesalzen
261.0,1079.0,9.5,0.5,22.0,18.2,4.5,3.4,1.4,0.56,3.0,18.0,1.5,Gaia,8711812380571,Faux Gras
160.0,677.0,32.0,1.7,0.8,0.2,5.2,1.9,1.9,0.76,4.0,,0.00364056755514897,Tanoshi,3229820765365,Ramen saveur boeuf
531.0,,52.2,38.3,31.6,14.1,8.4,,0.3825,0.153,4.0,28.0,15.1000164031982,"Knoppers,Storck",40144450,Knoppers Nussriegel Einzelpackung
388.0,1626.0,73.6,22.4,4.8,2.0,8.8,7.5,0.22,0.088,4.0,7.0,0.0,"Nestlé, Chocapic",8410100026312,Chocapic
328.0,,3.0,1.5,29.0,19.0,13.0,,1.67,0.668,3.0,17.0,2.51785714285714,Alpenhain,4003751002848,Obazda
241.0,1015.0,39.0,3.0,4.0,0.3,8.5,7.4,1.1,0.44,4.0,1.0,7.64843749999999,Harrys,3228857001521,Harrys pain de mie 100% mie complet sans croute sans sucres ajoutés
176.0,,30.0,1.0,3.5,1.2,5.0,2.5,0.9825,0.393,4.0,10.0,0.0,Hacendado,8480000808707,6 Maxi Tortillas Trigo Wraps
338.0,1415.0,71.7,1.7,8.9,4.9,6.9,5.0,0.43,0.172,4.0,6.0,2.5,"Corny, Schwartauer Werke",4011800571214,Corny Free Schoko
498.0,2076.0,41.0,6.8,28.8,2.9,14.8,7.9,1.6725,0.669,4.0,12.0,36.1111111111111,Hacendado,8480000342317,Cocktail Mezcla
357.0,1512.0,80.0,16.0,0.0,0.0,4.9,9.2,0.16,0.064,1.0,,20.0,Hacendado,8480000111876,Cereales con achicoria
,,,,0.0,0.0,0.0,,5.25,2.1,1.0,0.0,0.0,"Nestlé, Levissima, S.PELLEGRINO",80000532,acqua minerale
33.0,,7.9,7.9,0.0,0.0,0.0,,0.03,0.012,4.0,8.0,2.49999999999999,"Coca-Cola Europacific Partner, Sprite",5449000286291,Sprite Goût Original
,6.5,,,,,,,0.001625,0.00065,,,0.0,Evian,3068320124377,Eau
372.0,,59.0,0.7,7.0,1.0,14.0,10.0,0.01,0.004,1.0,-6.0,0.0,"Marque Repère, Grainéa",3564706624474,Flocons d'avoine - Grainéa
319.0,1345.0,60.0,2.5,1.5,0.3,8.3,16.0,1.3,0.52,3.0,2.0,0.0,"Lidl, Tastino",20171841,Roggen Vollkorn-Knäckebr
477.0,1996.0,61.0,18.0,21.0,2.3,7.5,6.8,1.1,0.44,4.0,13.0,0.0,"Lidl,Sondey",4056489356066,Digestive Avena
514.0,2143.0,40.8,7.7,31.8,4.4,13.9,4.8,2.2,0.88,4.0,20.0,47.0,Lidl  Alesto,20005702,Cruspies Paprika
821.0,,0.0,0.0,91.2,14.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,Terra Creta Estate,5200101804582,Huile D'Olive Vierge Extra De Crète
60.9,,0.21,,4.62,3.15,4.62,,0.206325,0.08253,3.0,,0.0,Hacendado,8480000511263,Mozzarella
169.0,706.0,2.5,0.5,9.0,1.6,19.0,0.0,0.0,0.0,3.0,-4.0,56.09375,Taifun,4012359111104,Tofu fumé
272.0,,40.0,9.2,0.34,0.32,7.3,40.0,0.57,0.228,1.0,,80.0,"Carrefour, Simpl",3560070330515,Chicorée-café soluble
74.0,,4.5,4.0,1.5,1.0,10.0,1.0,0.1,0.04,4.0,-3.0,0.0,Ehrmann,4002971283808,High Protein Chocolate Mousse
42.0,180.0,10.6,10.6,0.0,0.0,0.0,,0.0,0.0,4.0,12.0,0.0,Coca-Cola,5740700988349,Coca-Cola
251.0,,4.1,3.0,23.0,16.0,7.0,,2.15,0.86,3.0,21.0,0.2,"Hochland,Almette",4002671118646,Crema De Branza Cu Verdeata
273.0,,46.0,5.2,5.1,0.4,8.4,4.6,1.1,0.44,4.0,4.0,5.0,"Bio Village, Marque Repère",3564707148450,Pain de mie au ble complet
261.0,1129.0,2.3,2.3,20.0,14.0,18.0,,2.6,1.04,3.0,18.0,0.0,SALAKIS,5202258025773,Fêta AOP brebis-chèvre
50.0,,7.0,5.3,1.5,0.2,1.4,1.5,1.0,0.4,4.0,0.0,93.4489583333333,Combino,4056489096382,A la provençale
151.0,,6.0,6.0,9.0,6.0,11.5,,1.9,0.76,4.0,12.0,0.0,hacendado,8480000512321,quesitos light
52.0,,1.6,0.0,2.9,0.4,4.8,,0.0975,0.039,3.0,-1.0,10.8,Sojade,3273227081023,So Soja! Natural
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,"Blues, Eurospin",8017596066961,Acqua minerale naturale
65.0,,4.7,4.7,3.7,2.2,3.1,,0.0975,0.039,1.0,4.0,0.0,Olympus,5941875905227,"Прясно краве мляко 3,7%"
307.0,,10.7,7.6,27.0,3.6,4.4,,1.97,0.788,4.0,15.0,71.4,"Baresa, Italiamo",20425562,
86.0,354.0,3.0,2.0,7.5,1.3,1.0,1.0,0.825,0.33,4.0,4.0,87.45,Bonduelle,3083681149975,Concombre Fromage blanc Ciboulette
599.0,2506.0,14.8,5.9,49.1,8.4,26.1,8.6,0.02,0.008,1.0,-7.0,100.0,Go Nuts,3770008500129,Beurre de cacahuètes Bio
,,,,,,,,,,2.0,,0.0,"Casino, Casino Bio",3222471962510,Vinaigre de cidre - 5% d'acidité
112.8,476.4,0.8,0.0,2.4,1.0,22.0,0.0,1.505,0.602,4.0,6.0,0.0,"HERTA, Le Bon Paris",3154230810162,HERTA LE BON PARIS Jambon sel réduit sans nitrite x6-210g
0.0,,0.0,,0.0,,0.0,,,,,,,Bodymass,8718836395802,Multivitamin
217.0,,3.5,3.4,20.0,14.0,5.8,,0.66,0.264,4.0,13.0,0.0,Hochland,5902899145181,Крема сирене класик
634.0,2629.0,12.0,4.6,51.3,6.6,28.5,5.4,0.0,0.0,1.0,-6.0,100.0,The Foodie Market,4088600490465,Crunchy Peanut Butter
603.0,2506.0,44.4,39.9,42.7,14.1,8.2,,0.15,0.06,4.0,28.0,28.5,Ferrero,80050278,Ferrero T3 Rocher fergulf
350.0,,72.0,1.6,2.0,0.0,12.0,3.3,0.02,0.008,1.0,-1.0,0.0,Dari,6111094000228,Couacous Dari
,,,,,,,,,,1.0,-3.0,100.0,onubafruit,20305819,Heidelbeeren
275.0,1151.0,1.5,0.4,22.0,1.8,17.0,1.5,0.9,0.36,3.0,2.0,22.2222222222222,petit navire,3019089042266,Rillettes de thon
46.0,,6.3,1.2,1.8,0.2,0.7,1.0,0.12,0.048,4.0,4.0,1.15,Alpro,5411188136552,Spécial petit-déj à l'avoine
233.0,,39.0,3.0,2.0,0.7,10.0,5.0,1.2,0.48,4.0,1.0,0.0,LIDL,4056489287513,Pan integral sin azucares añadidos
20.0,,2.7,1.9,0.8,0.8,0.1,0.0,0.1275,0.051,4.0,2.0,22.5,Alpro,5411188116615,Kokosnuss
168.0,714.0,34.0,1.3,0.7,0.1,6.0,2.1,0.9,0.36,4.0,4.0,0.0,REGENT\'S PARK,3513851561318,CRUMPET
220.0,,43.0,7.0,2.0,1.0,8.0,1.0,1.325,0.53,4.0,18.0,0.0,Kraft,0021000658831,mac & cheese
258.0,1071.0,3.0,3.0,25.0,17.0,5.6,0.0,0.68,0.272,,14.0,0.0,Almette,4002671155948,Almette
40.0,172.0,9.3,8.6,0.0,0.0,0.8,0.0,0.0,0.0,1.0,4.0,100.0,Tropicana,5022313729824,Smooth Orange Juice
2.0,,0.0,0.0,0.0,0.0,0.0,,0.03,0.012,4.0,4.0,12.0,robinsons,5010102240384,Fruit Creations: Orange & Mango
361.0,1525.0,73.0,50.0,2.7,1.5,5.5,13.0,0.22,0.088,4.0,8.0,0.0,Benco,3700278406241,Benco
481.0,,65.0,15.1,20.9,10.2,6.6,3.2,0.7575,0.303,4.0,22.0,0.0,Hatherwood,20018931,Digestives
50.0,210.0,12.0,10.0,0.5,0.1,0.5,0.6,0.01,0.004,1.0,7.0,66.2857142857143,Innocent,5038862634106,Innocent smoothie for kids
83.0,,6.8,5.9,3.8,2.6,5.2,,0.057,0.0228,1.0,2.0,0.0,Tesco,5057545755716,Natural Yogurt
91.0,384.0,12.0,10.8,2.7,1.8,3.7,,0.15,0.06,4.0,12.0,0.0,yoplair,3329770062467,frubes
147.0,,23.2,0.4,3.4,0.5,4.6,4.6,0.01,0.004,1.0,-8.0,0.0,Mornflake,5010026518163,Oats
352.0,1474.0,0.1,0.1,27.5,18.5,26.0,,1.5,0.6,3.0,21.0,0.0,Leerdammer,8721800405346,Leerdammer Original - mild-nussig
377.0,1597.0,79.6,17.4,1.4,0.4,8.4,6.2,0.2,0.08,3.0,3.0,3.7,Harvest Morn,4088600248585,Red Fruit Benefit
644.0,,3.0,1.5,70.0,5.3,0.8,,1.0,0.4,3.0,17.0,68.0,Heinz,5000157076397,heinz mayo
51.0,,4.9,4.7,0.9,0.6,5.7,,0.1675,0.067,4.0,,0.0,Arla,5711953068881,Chocolate Flavoured Shake
38.0,160.0,6.4,4.6,1.2,0.3,0.4,,0.14,0.056,3.0,6.0,0.0,Hacendado,8480000230478,Bebida arroz
818.0,,1.0,0.1,90.9,6.8,0.5,,0.0,0.0,2.0,2.0,100.0,Farrington Oil,5060106170002,Mellow Yellow Rapeseed oil
284.0,,45.9,3.7,5.1,2.3,8.8,9.4,0.99,0.396,4.0,2.0,0.0,Tesco,5057753924553,Wholemeal tortilla wraps
416.0,,0.1,0.1,34.09,21.7,25.4,0.0,0.0045,0.0018,3.0,8.0,0.0,Pilgrim’s Choice,5018929050919,Extra Mature Cheddar
145.0,,0.17,0.17,16.2,16.2,29.61,,0.33,0.132,,,,,3341430550466,TAM
266.0,,46.6,3.0,3.9,0.8,9.7,2.4,0.98,0.392,4.0,3.0,5.80357142857143,Warburtons,5010044002316,6 Soft White Rolls Sliced
339.0,1433.0,62.0,0.5,2.9,0.5,11.0,11.0,0.03,0.012,1.0,-5.0,0.0,Doves Farm,5011766010078,Wholemeal Spelt Flour
19.8,2.0,4.5,4.4,0.0,0.0,1.0,2.0,0.04,0.016,4.0,3.0,2.2,Schweppes,5449000046413,Schweppes
,,,,,,,,,,,,,"Cleaning, Pink Stuff",5060033821114,Cleaning Paste
